,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Log.Generate,Compile,Log.Compile,Build,Log.Build,protractor,cucumber,gatling,Log.Gen,Bug,Cause,Info
22695,jhipster11348,TRUE,gateway,jwt,no,no,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
22773,jhipster11387,TRUE,gateway,uaa,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,gradle,no,FALSE,TRUE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
22987,jhipster11494,TRUE,monolith,session,ehcache,no,spring-websocket,sql,mariadb,mariadb,gradle,elasticsearch,TRUE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
23001,jhipster11501,TRUE,monolith,oauth2,ehcache,hazelcast,no,sql,InMemory,mysql,gradle,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
23005,jhipster11503,TRUE,monolith,oauth2,hazelcast,no,no,sql,mariadb,mariadb,maven,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
23113,jhipster11557,TRUE,monolith,session,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
23267,jhipster11634,TRUE,gateway,uaa,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,TRUE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
23379,jhipster11690,TRUE,monolith,session,no,no,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
24289,jhipster12145,TRUE,monolith,session,no,hazelcast,spring-websocket,sql,mariadb,mariadb,gradle,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24290,jhipster12145,FALSE,monolith,session,no,hazelcast,spring-websocket,sql,mariadb,mariadb,gradle,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/angular/bower-angular-aria.git/': Failed to connect to github.com port 443: Connection timed out,
24291,jhipster12146,TRUE,monolith,session,hazelcast,no,spring-websocket,sql,InMemory,mariadb,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24292,jhipster12146,FALSE,monolith,session,hazelcast,no,spring-websocket,sql,InMemory,mariadb,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/jquery/jquery-dist.git/': Failed to connect to github.com port 443: Connection timed out,
24293,jhipster12147,TRUE,monolith,session,ehcache,no,spring-websocket,sql,postgresql,postgresql,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,unable to access 'https://github.com/twbs/bootstrap.git/': Failed to connect to github.com port 443: Connection timed out,
24294,jhipster12147,FALSE,monolith,session,ehcache,no,spring-websocket,sql,postgresql,postgresql,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/twbs/bootstrap.git/': Failed to connect to github.com port 443: Connection timed out,
24397,jhipster12199,TRUE,monolith,session,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24398,jhipster12199,FALSE,monolith,session,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/gillardo/bootstrap-ui-datetime-picker.git/': Failed to connect to github.com port 443: Connection timed out,
24417,jhipster12209,TRUE,monolith,jwt,no,hazelcast,no,mongodb,mongodb,mongodb,gradle,no,TRUE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,,
24418,jhipster12209,FALSE,monolith,jwt,no,hazelcast,no,mongodb,mongodb,mongodb,gradle,no,TRUE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,package org.hibernate.annotations does not exist,
24477,jhipster12239,TRUE,gateway,jwt,no,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,unable to access 'https://github.com/angular/bower-angular-aria.git/': Failed to connect to github.com port 443: Connection timed out,
24478,jhipster12239,FALSE,gateway,jwt,no,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/angular/bower-angular-aria.git/': Failed to connect to github.com port 443: Connection timed out,
24485,jhipster12243,TRUE,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,DiskBased,postgresql,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",ISSUE:env,unable to access 'https://github.com/angular-ui/angular-ui-router-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24486,jhipster12243,FALSE,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,DiskBased,postgresql,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",ISSUE:network,unable to access 'https://github.com/angular-ui/angular-ui-router-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24579,jhipster12290,TRUE,monolith,session,no,hazelcast,no,mongodb,mongodb,mongodb,gradle,no,TRUE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,,
24580,jhipster12290,FALSE,monolith,session,no,hazelcast,no,mongodb,mongodb,mongodb,gradle,no,TRUE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,package org.hibernate.annotations does not exist,
24663,jhipster12332,TRUE,monolith,jwt,hazelcast,no,spring-websocket,sql,DiskBased,mariadb,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24683,jhipster12342,TRUE,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,mysql,maven,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
24791,jhipster12396,TRUE,monolith,jwt,ehcache,hazelcast,no,sql,postgresql,postgresql,gradle,no,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
24873,jhipster12437,TRUE,monolith,jwt,ehcache,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,TRUE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",BUG:mariadbWithGradle,,
24874,jhipster12437,FALSE,monolith,jwt,ehcache,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,TRUE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",ISSUE:network,unable to access 'https://github.com/ng-infinite-scroll/ng-infinite-scroll-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24875,jhipster12438,TRUE,monolith,oauth2,no,hazelcast,no,sql,DiskBased,mariadb,gradle,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24876,jhipster12438,FALSE,monolith,oauth2,no,hazelcast,no,sql,DiskBased,mariadb,gradle,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/PascalPrecht/bower-angular-translate-storage-cookie.git/': Failed to connect to github.com port 443: Connection timed out,
24877,jhipster12439,TRUE,monolith,session,hazelcast,hazelcast,no,sql,DiskBased,mysql,gradle,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,unable to access 'https://github.com/gillardo/bootstrap-ui-datetime-picker.git/': Failed to connect to github.com port 443: Connection timed out,
24878,jhipster12439,FALSE,monolith,session,hazelcast,hazelcast,no,sql,DiskBased,mysql,gradle,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/gillardo/bootstrap-ui-datetime-picker.git/': Failed to connect to github.com port 443: Connection timed out,
24881,jhipster12441,TRUE,gateway,jwt,ehcache,no,no,sql,mysql,mysql,maven,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
24951,jhipster12476,TRUE,monolith,jwt,ehcache,hazelcast,no,sql,mariadb,mariadb,maven,elasticsearch,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,"Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Error creating bean with name 'metaDataSourceAdvisor': Cannot resolve reference to bean 'methodSecurityMetadataSource' while setting constructor argument; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration': Initialization of bean failed; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No bean named 'org.springframework.context.annotation.ConfigurationClassPostProcessor.importRegistry' is defined)

Exception: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

ExceptionMapper.get(ExceptionMapper.java:123)

ExceptionMapper.throwException(ExceptionMapper.java:69)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Connection refused (Connection refused)

Caused by: com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.sql.SQLNonTransientConnectionException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: org.mariadb.jdbc.internal.util.dao.QueryException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.net.ConnectException: Connection refused (Connection refused)

_x001B_[36mjhipster-mariadb          |_x001B_[0m 2017-01-25 16:04:11 139709539977152 [ERROR] Aborting
ERROR: 1049  Unknown database 'test'",TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24975,jhipster12488,TRUE,monolith,jwt,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,unable to access 'https://github.com/angular-ui/bootstrap-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24976,jhipster12488,FALSE,monolith,jwt,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/angular-ui/bootstrap-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24979,jhipster12490,TRUE,gateway,uaa,ehcache,hazelcast,spring-websocket,sql,mysql,mysql,gradle,no,FALSE,FALSE,TRUE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
24980,jhipster12490,FALSE,gateway,uaa,ehcache,hazelcast,spring-websocket,sql,mysql,mysql,gradle,no,FALSE,FALSE,TRUE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/ng-infinite-scroll/ng-infinite-scroll-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24981,jhipster12491,TRUE,gateway,uaa,no,no,spring-websocket,sql,InMemory,mariadb,gradle,no,FALSE,TRUE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",BUG:mariadbWithGradle,,
24982,jhipster12491,FALSE,gateway,uaa,no,no,spring-websocket,sql,InMemory,mariadb,gradle,no,FALSE,TRUE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

Exception (util.js:1022:11)",ISSUE:network,unable to access 'https://github.com/danialfarid/angular-file-upload-bower.git/': Failed to connect to github.com port 443: Connection timed out,
24985,jhipster12493,TRUE,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,"Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Error creating bean with name 'metaDataSourceAdvisor': Cannot resolve reference to bean 'methodSecurityMetadataSource' while setting constructor argument; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration': Injection of autowired dependencies failed; nested exception is java.lang.RuntimeException: Could not postProcess org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@d78795 of type class org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler)

Exception: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

ExceptionMapper.get(ExceptionMapper.java:123)

ExceptionMapper.throwException(ExceptionMapper.java:69)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Connection refused (Connection refused)

Caused by: com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.sql.SQLNonTransientConnectionException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: org.mariadb.jdbc.internal.util.dao.QueryException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.net.ConnectException: Connection refused (Connection refused)

_x001B_[33mjhipster-mariadb          |_x001B_[0m 2017-01-25 16:21:56 140465623480256 [ERROR] Aborting
ERROR: 1049  Unknown database 'test'",TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
24993,jhipster12497,TRUE,uaa,uaa,ehcache,NA,NA,sql,InMemory,postgresql,maven,elasticsearch,NA,NA,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,FALSE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
25057,jhipster12529,TRUE,monolith,session,no,no,no,cassandra,cassandra,cassandra,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
25067,jhipster12534,TRUE,gateway,jwt,no,no,no,cassandra,cassandra,cassandra,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
25073,jhipster12537,TRUE,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
25074,jhipster12537,FALSE,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:network,unable to access 'https://github.com/saintmac/angular-cache-buster.git/': Failed to connect to github.com port 443: Connection timed out,
25169,jhipster12585,TRUE,monolith,session,no,no,no,mongodb,mongodb,mongodb,gradle,no,TRUE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,,
